X_(px),Y_deviation_(px)
1063.000,7.052
1064.000,7.052
1064.000,8.052
1064.000,9.052
1064.000,10.052
1064.000,11.052
1064.000,12.052
1064.000,13.052
1064.000,14.052
1064.000,15.052
1064.000,16.052
1064.000,17.052
1064.000,18.052
1064.000,19.052
1065.000,19.052
1066.000,19.052
1067.000,19.052
1068.000,19.052
1069.000,19.052
1070.000,19.052
1071.000,19.052
1072.000,19.052
1073.000,19.052
1074.000,19.052
1075.000,19.052
1076.000,19.052
1076.000,18.052
1076.000,17.052
1076.000,16.052
1076.000,15.052
1077.000,15.052
1078.000,15.052
1079.000,15.052
1080.000,15.052
1081.000,15.052
1082.000,15.052
1083.000,15.052
1084.000,15.052
1085.000,15.052
1086.000,15.052
1087.000,15.052
1088.000,15.052
1089.000,15.052
1090.000,15.052
1091.000,15.052
1092.000,15.052
1092.000,14.052
1092.000,13.052
1092.000,12.052
1092.000,11.052
1093.000,11.052
1094.000,11.052
1095.000,11.052
1096.000,11.052
1097.000,11.052
1098.000,11.052
1099.000,11.052
1100.000,11.052
1100.707,10.345
1101.414,9.638
1102.121,8.930
1102.828,8.223
1103.536,7.516
1104.000,6.631
1104.000,5.631
1104.000,4.631
1104.000,3.631
1104.815,3.052
1105.815,3.052
1106.815,3.052
1107.815,3.052
1108.609,2.443
1109.316,1.736
1110.023,1.029
1110.730,0.322
1111.437,-0.385
1112.000,-1.212
1112.000,-2.212
1112.000,-3.212
1112.000,-4.212
1112.000,-5.212
1112.000,-6.212
1112.000,-7.212
1112.000,-8.212
1112.000,-9.212
1112.000,-10.212
1112.000,-11.212
1112.000,-12.212
1111.323,-12.948
1110.323,-12.948
1109.323,-12.948
1108.323,-12.948
1108.000,-13.894
1108.000,-14.894
1108.000,-15.894
1108.000,-16.894
1107.001,-16.948
1106.001,-16.948
1105.001,-16.948
1104.001,-16.948
1104.000,-17.948
1104.000,-18.948
1104.000,-19.948
1104.000,-20.948
1103.000,-20.948
1102.000,-20.948
1101.000,-20.948
1100.000,-20.948
1100.000,-21.948
1100.000,-22.948
1100.000,-23.948
1100.000,-24.948
1100.000,-25.948
1100.000,-26.948
1100.000,-27.948
1100.000,-28.948
1099.000,-28.948
1098.000,-28.948
1097.000,-28.948
1096.000,-28.948
1096.000,-29.948
1096.000,-30.948
1096.000,-31.948
1096.000,-32.948
1095.000,-32.948
1094.000,-32.948
1093.000,-32.948
1092.000,-32.948
1092.000,-33.948
1092.000,-34.948
1092.000,-35.948
1092.000,-36.948
1092.000,-37.948
1092.000,-38.948
1092.000,-39.948
1092.000,-40.948
1092.000,-41.948
1092.000,-42.948
1092.000,-43.948
1092.000,-44.948
1091.000,-44.948
1090.000,-44.948
1089.000,-44.948
1088.000,-44.948
1088.000,-45.948
1088.000,-46.948
1088.000,-47.948
1088.000,-48.948
1088.000,-49.948
1088.000,-50.948
1088.000,-51.948
1088.000,-52.948
1089.000,-52.948
1090.000,-52.948
1091.000,-52.948
1092.000,-52.948
1092.000,-53.948
1092.000,-54.948
1092.000,-55.948
1092.000,-56.948
1092.000,-57.948
1092.000,-58.948
1092.000,-59.948
1092.000,-60.948
1093.000,-60.948
1094.000,-60.948
1095.000,-60.948
1096.000,-60.948
1096.000,-61.948
1096.000,-62.948
1096.000,-63.948
1096.000,-64.948
1097.000,-64.948
1098.000,-64.948
1099.000,-64.948
1100.000,-64.948
1100.000,-65.948
1100.000,-66.948
1100.000,-67.948
1100.000,-68.948
1101.000,-68.948
1102.000,-68.948
1103.000,-68.948
1104.000,-68.948
1104.000,-69.948
1104.000,-70.948
1104.000,-71.948
1104.000,-72.948
1105.000,-72.948
1106.000,-72.948
1107.000,-72.948
1108.000,-72.948
1109.000,-72.948
1110.000,-72.948
1111.000,-72.948
1112.000,-72.948
1112.000,-73.948
1112.000,-74.948
1112.000,-75.948
1112.000,-76.948
1113.000,-76.948
1114.000,-76.948
1115.000,-76.948
1116.000,-76.948
1117.000,-76.948
1118.000,-76.948
1119.000,-76.948
1120.000,-76.948
1121.000,-76.948
1122.000,-76.948
1123.000,-76.948
1124.000,-76.948
1124.000,-77.948
1124.000,-78.948
1124.000,-79.948
1124.000,-80.948
1125.000,-80.948
1126.000,-80.948
1127.000,-80.948
1128.000,-80.948
1129.000,-80.948
1130.000,-80.948
1131.000,-80.948
1132.000,-80.948
1133.000,-80.948
1134.000,-80.948
1135.000,-80.948
1136.000,-80.948
1137.000,-80.948
1138.000,-80.948
1139.000,-80.948
1140.000,-80.948
1141.000,-80.948
1142.000,-80.948
1143.000,-80.948
1144.000,-80.948
1145.000,-80.948
1146.000,-80.948
1147.000,-80.948
1148.000,-80.948
1149.000,-80.948
1150.000,-80.948
1151.000,-80.948
1152.000,-80.948
1152.707,-80.241
1153.414,-79.534
1154.121,-78.827
1154.828,-78.120
1155.536,-77.413
1156.421,-76.948
1157.421,-76.948
1158.421,-76.948
1159.421,-76.948
1160.421,-76.948
1161.421,-76.948
1162.421,-76.948
1163.421,-76.948
1164.000,-76.133
1164.000,-75.133
1164.000,-74.133
1164.000,-73.133
1164.983,-72.948
1165.983,-72.948
1166.983,-72.948
1167.983,-72.948
1168.000,-71.948
1168.000,-70.948
1168.000,-69.948
1168.000,-68.948
1169.000,-68.948
1170.000,-68.948
1171.000,-68.948
1172.000,-68.948
1172.000,-67.948
1172.000,-66.948
1172.000,-65.948
1172.000,-64.948
1172.707,-64.241
1173.414,-63.534
1174.121,-62.827
1174.828,-62.120
1175.536,-61.413
1176.000,-60.527
1176.000,-59.527
1176.000,-58.527
1176.000,-57.527
1176.000,-56.527
1176.000,-55.527
1176.000,-54.527
1176.000,-53.527
1176.000,-52.527
1176.000,-51.527
1176.000,-50.527
1176.000,-49.527
1176.815,-48.948
1177.815,-48.948
1178.815,-48.948
1179.815,-48.948
1180.000,-47.965
1180.000,-46.965
1180.000,-45.965
1180.000,-44.965
1180.000,-43.965
1180.000,-42.965
1180.000,-41.965
1180.000,-40.965
1180.000,-39.965
1180.000,-38.965
1180.000,-37.965
1180.000,-36.965
1180.000,-35.965
1180.000,-34.965
1180.000,-33.965
1180.000,-32.965
1180.000,-31.965
1180.000,-30.965
1180.000,-29.965
1180.000,-28.965
1180.000,-27.965
1180.000,-26.965
1180.000,-25.965
1180.000,-24.965
1180.000,-23.965
1180.000,-22.965
1180.000,-21.965
1180.000,-20.965
1179.000,-20.948
1178.000,-20.948
1177.000,-20.948
1176.000,-20.948
1176.000,-19.948
1176.000,-18.948
1176.000,-17.948
1176.000,-16.948
1176.000,-15.948
1176.000,-14.948
1176.000,-13.948
1176.000,-12.948
1176.000,-11.948
1176.000,-10.948
1176.000,-9.948
1176.000,-8.948
1176.000,-7.948
1176.000,-6.948
1176.000,-5.948
1176.000,-4.948
1176.000,-3.948
1176.000,-2.948
1176.000,-1.948
1176.000,-0.948
1176.000,0.052
1176.000,1.052
1176.000,2.052
1176.000,3.052
1176.000,4.052
1176.000,5.052
1176.000,6.052
1176.000,7.052
1176.000,8.052
1176.000,9.052
1176.000,10.052
1176.000,11.052
1176.000,12.052
1176.000,13.052
1176.000,14.052
1176.000,15.052
1177.000,15.052
1178.000,15.052
1179.000,15.052
1180.000,15.052
1180.707,15.759
1181.414,16.466
1182.121,17.173
1182.828,17.880
1183.536,18.587
1184.421,19.052
1185.421,19.052
1186.421,19.052
1187.421,19.052
1188.421,19.052
1189.421,19.052
1190.421,19.052
1191.421,19.052
1192.356,19.408
1193.063,20.115
1193.770,20.822
1194.477,21.529
1195.184,22.236
1195.891,22.943
1196.885,23.052
1197.885,23.052
1198.885,23.052
1199.885,23.052
1200.885,23.052
1201.885,23.052
1202.885,23.052
1203.885,23.052
1204.647,23.699
1205.354,24.406
1206.062,25.113
1206.769,25.821
1207.476,26.528
1208.328,27.052
1209.328,27.052
1210.328,27.052
1211.328,27.052
1212.328,27.052
1213.328,27.052
1214.328,27.052
1215.328,27.052
1216.328,27.052
1217.328,27.052
1218.328,27.052
1219.328,27.052
1220.328,27.052
1221.328,27.052
1222.328,27.052
1223.328,27.052
1224.286,27.338
1224.993,28.045
1225.700,28.752
1226.407,29.459
1227.114,30.166
1227.821,30.873
1228.805,31.052
1229.805,31.052
1230.805,31.052
1231.805,31.052
1232.805,31.052
1233.805,31.052
1234.805,31.052
1235.805,31.052
1236.805,31.052
1237.805,31.052
1238.805,31.052
1239.805,31.052
1240.805,31.052
1241.805,31.052
1242.805,31.052
1243.805,31.052
1244.000,32.033
1244.000,33.033
1244.000,34.033
1244.000,35.033
1245.000,35.052
1246.000,35.052
1247.000,35.052
1248.000,35.052
1249.000,35.052
1250.000,35.052
1251.000,35.052
1252.000,35.052
1253.000,35.052
1254.000,35.052
1255.000,35.052
1256.000,35.052
1257.000,35.052
1258.000,35.052
1259.000,35.052
1260.000,35.052
1261.000,35.052
1262.000,35.052
1263.000,35.052
1264.000,35.052
1265.000,35.052
1266.000,35.052
1267.000,35.052
1268.000,35.052
1269.000,35.052
1270.000,35.052
1271.000,35.052
1272.000,35.052
1272.707,34.345
1273.414,33.638
1274.121,32.931
1274.828,32.223
1275.535,31.516
1276.421,31.052
1277.421,31.052
1278.421,31.052
1279.421,31.052
1280.421,31.052
1281.421,31.052
1282.421,31.052
1283.421,31.052
1284.356,30.696
1285.063,29.989
1285.770,29.282
1286.477,28.575
1287.184,27.868
1287.891,27.161
1288.885,27.052
1289.885,27.052
1290.885,27.052
1291.885,27.052
1292.885,27.052
1293.885,27.052
1294.885,27.052
1295.885,27.052
1296.000,26.058
1296.000,25.058
1296.000,24.058
1296.000,23.058
1297.000,23.052
1298.000,23.052
1299.000,23.052
1300.000,23.052
1300.000,22.052
1300.000,21.052
1300.000,20.052
1300.000,19.052
1301.000,19.052
1302.000,19.052
1303.000,19.052
1304.000,19.052
1305.000,19.052
1306.000,19.052
1307.000,19.052
1308.000,19.052
1309.000,19.052
1310.000,19.052
1311.000,19.052
1312.000,19.052
1312.000,18.052
1312.000,17.052
1312.000,16.052
1312.000,15.052
1313.000,15.052
1314.000,15.052
1315.000,15.052
1316.000,15.052
1317.000,15.052
1318.000,15.052
1319.000,15.052
1320.000,15.052
1321.000,15.052
1322.000,15.052
1323.000,15.052
1324.000,15.052
1324.000,14.052
1324.000,13.052
1324.000,12.052
1324.000,11.052
1325.000,11.052
1326.000,11.052
1327.000,11.052
1328.000,11.052
1329.000,11.052
1330.000,11.052
1331.000,11.052
1332.000,11.052
1333.000,11.052
1334.000,11.052
1335.000,11.052
1336.000,11.052
1337.000,11.052
1338.000,11.052
1339.000,11.052
1340.000,11.052
1341.000,11.052
1342.000,11.052
1343.000,11.052
1344.000,11.052
1345.000,11.052
1346.000,11.052
1347.000,11.052
1348.000,11.052
1349.000,11.052
1350.000,11.052
1351.000,11.052
1352.000,11.052
1353.000,11.052
1354.000,11.052
1355.000,11.052
1356.000,11.052
1357.000,11.052
1358.000,11.052
1359.000,11.052
1360.000,11.052
1361.000,11.052
1362.000,11.052
1363.000,11.052
1364.000,11.052
1365.000,11.052
1366.000,11.052
1367.000,11.052
1368.000,11.052
1368.000,12.052
1368.000,13.052
1368.000,14.052
1368.000,15.052
1369.000,15.052
1370.000,15.052
1371.000,15.052
1372.000,15.052
1373.000,15.052
1374.000,15.052
1375.000,15.052
1376.000,15.052
1377.000,15.052
1378.000,15.052
1379.000,15.052
1380.000,15.052
1380.000,16.052
1380.000,17.052
1380.000,18.052
1380.000,19.052
1381.000,19.052
1382.000,19.052
1383.000,19.052
1384.000,19.052
1385.000,19.052
1386.000,19.052
1387.000,19.052
1388.000,19.052
1389.000,19.052
1390.000,19.052
1391.000,19.052
1392.000,19.052
1393.000,19.052
1394.000,19.052
1395.000,19.052
1396.000,19.052
1397.000,19.052
1398.000,19.052
1399.000,19.052
1400.000,19.052
1401.000,19.052
1402.000,19.052
1403.000,19.052
1404.000,19.052
1405.000,19.052
1406.000,19.052
1407.000,19.052
1408.000,19.052
1409.000,19.052
1410.000,19.052
1411.000,19.052
1412.000,19.052
1413.000,19.052
1414.000,19.052
1415.000,19.052
1416.000,19.052
1417.000,19.052
1418.000,19.052
1419.000,19.052
1420.000,19.052
1421.000,19.052
1422.000,19.052
1423.000,19.052
1424.000,19.052
1425.000,19.052
1426.000,19.052
1427.000,19.052
1428.000,19.052
1428.000,20.052
1428.000,21.052
1428.000,22.052
1428.000,23.052
1429.000,23.052
1430.000,23.052
1431.000,23.052
1432.000,23.052
1433.000,23.052
1434.000,23.052
1435.000,23.052
1436.000,23.052
1437.000,23.052
1438.000,23.052
1439.000,23.052
1440.000,23.052
1441.000,23.052
1442.000,23.052
1443.000,23.052
1444.000,23.052
1445.000,23.052
1446.000,23.052
1447.000,23.052
1448.000,23.052
1449.000,23.052
1450.000,23.052
1451.000,23.052
1452.000,23.052
1453.000,23.052
1454.000,23.052
1455.000,23.052
1456.000,23.052
1457.000,23.052
1458.000,23.052
1459.000,23.052
1460.000,23.052
1461.000,23.052
1462.000,23.052
1463.000,23.052
1464.000,23.052
1465.000,23.052
1466.000,23.052
1467.000,23.052
1468.000,23.052
1469.000,23.052
1470.000,23.052
1471.000,23.052
1472.000,23.052
1472.000,22.052
1472.000,21.052
1472.000,20.052
1472.000,19.052
1473.000,19.052
1474.000,19.052
1475.000,19.052
1476.000,19.052
1477.000,19.052
1478.000,19.052
1479.000,19.052
1480.000,19.052
1481.000,19.052
1482.000,19.052
1483.000,19.052
1484.000,19.052
1485.000,19.052
1486.000,19.052
1487.000,19.052
1488.000,19.052
1489.000,19.052
1490.000,19.052
1491.000,19.052
1492.000,19.052
1492.707,18.345
1493.414,17.638
1494.121,16.930
1494.828,16.223
1495.536,15.516
1496.421,15.052
1497.421,15.052
1498.421,15.052
1499.421,15.052
1500.421,15.052
1501.421,15.052
1502.421,15.052
1503.421,15.052
1504.421,15.052
1505.421,15.052
1506.421,15.052
1507.421,15.052
1508.421,15.052
1509.421,15.052
1510.421,15.052
1511.421,15.052
1512.421,15.052
1513.421,15.052
1514.421,15.052
1515.421,15.052
1516.421,15.052
1517.421,15.052
1518.421,15.052
1519.421,15.052
1520.421,15.052
1521.421,15.052
1522.421,15.052
1523.421,15.052
1524.356,14.696
1525.063,13.989
1525.770,13.282
1526.477,12.575
1527.184,11.868
1527.891,11.161
1528.885,11.052
1529.885,11.052
1530.885,11.052
1531.885,11.052
1532.885,11.052
1533.885,11.052
1534.885,11.052
1535.885,11.052
1536.885,11.052
1537.885,11.052
1538.885,11.052
1539.885,11.052
1538.885,11.052
1537.885,11.052
1536.885,11.052
1535.885,11.052
1534.885,11.052
1533.885,11.052
1532.885,11.052
1532.000,10.587
1532.000,9.587
1532.000,8.587
1532.000,7.587
1531.155,7.052
1530.155,7.052
1529.155,7.052
1528.155,7.052
1527.155,7.052
1526.155,7.052
1525.155,7.052
1524.155,7.052
1524.000,6.064
1524.000,5.064
1524.000,4.064
1524.000,3.064
1523.000,3.052
1522.000,3.052
1521.000,3.052
1520.000,3.052
1519.000,3.052
1518.000,3.052
1517.000,3.052
1516.000,3.052
1516.000,2.052
1516.000,1.052
1516.000,0.052
1516.000,-0.948
1517.000,-0.948
1518.000,-0.948
1519.000,-0.948
1520.000,-0.948
1521.000,-0.948
1522.000,-0.948
1523.000,-0.948
1524.000,-0.948
1525.000,-0.948
1526.000,-0.948
1527.000,-0.948
1528.000,-0.948
1528.000,-1.948
1528.000,-2.948
1528.000,-3.948
1528.000,-4.948
1529.000,-4.948
1530.000,-4.948
1531.000,-4.948
1532.000,-4.948
1533.000,-4.948
1534.000,-4.948
1535.000,-4.948
1536.000,-4.948
1537.000,-4.948
1538.000,-4.948
1539.000,-4.948
1540.000,-4.948
1541.000,-4.948
1542.000,-4.948
1543.000,-4.948
1544.000,-4.948
1545.000,-4.948
1546.000,-4.948
1547.000,-4.948
1548.000,-4.948
1548.707,-4.241
1549.414,-3.534
1550.121,-2.827
1550.828,-2.120
1551.536,-1.413
1552.421,-0.948
1553.421,-0.948
1554.421,-0.948
1555.421,-0.948
1556.421,-0.948
1557.421,-0.948
1558.421,-0.948
1559.421,-0.948
1560.000,-0.133
1560.000,0.867
1560.000,1.867
1560.000,2.867
1560.983,3.052
1561.983,3.052
1562.983,3.052
1563.983,3.052
1564.000,4.052
1564.000,5.052
1564.000,6.052
1564.000,7.052
1565.000,7.052
1566.000,7.052
1567.000,7.052
1568.000,7.052
1568.000,8.052
1568.000,9.052
1568.000,10.052
1568.000,11.052
1569.000,11.052
1570.000,11.052
1571.000,11.052
1572.000,11.052
1572.000,12.052
1572.000,13.052
1572.000,14.052
1572.000,15.052
1573.000,15.052
1574.000,15.052
1575.000,15.052
1576.000,15.052
1576.000,16.052
1576.000,17.052
1576.000,18.052
1576.000,19.052
1576.000,20.052
1576.000,21.052
1576.000,22.052
1576.000,23.052
1576.000,24.052
1576.000,25.052
1576.000,26.052
1576.000,27.052
1576.707,27.759
1577.414,28.466
1578.121,29.173
1578.828,29.880
1579.536,30.587
1580.000,31.473
1580.000,32.473
1580.000,33.473
1580.000,34.473
1580.815,35.052
1581.815,35.052
1582.815,35.052
1583.815,35.052
1584.815,35.052
1585.815,35.052
1586.815,35.052
1587.815,35.052
1588.815,35.052
1589.815,35.052
1590.815,35.052
1591.815,35.052
1592.000,36.035
1592.000,37.035
1592.000,38.035
1592.000,39.035
1593.000,39.052
1594.000,39.052
1595.000,39.052
1596.000,39.052
1597.000,39.052
1598.000,39.052
1599.000,39.052
1600.000,39.052
1601.000,39.052
1602.000,39.052
1603.000,39.052
1604.000,39.052
1605.000,39.052
1606.000,39.052
1607.000,39.052
1608.000,39.052
1609.000,39.052
1610.000,39.052
1611.000,39.052
1612.000,39.052
1613.000,39.052
1614.000,39.052
1615.000,39.052
1616.000,39.052
1617.000,39.052
1618.000,39.052
1619.000,39.052
1620.000,39.052
1621.000,39.052
1622.000,39.052
1623.000,39.052
1624.000,39.052
1625.000,39.052
1626.000,39.052
1627.000,39.052
1628.000,39.052
1629.000,39.052
1630.000,39.052
1631.000,39.052
1632.000,39.052
1632.000,38.052
1632.000,37.052
1632.000,36.052
1632.000,35.052
1633.000,35.052
1634.000,35.052
1635.000,35.052
1636.000,35.052
1637.000,35.052
1638.000,35.052
1639.000,35.052
1640.000,35.052
1641.000,35.052
1642.000,35.052
1643.000,35.052
1644.000,35.052
1644.000,34.052
1644.000,33.052
1644.000,32.052
1644.000,31.052
1645.000,31.052
1646.000,31.052
1647.000,31.052
1648.000,31.052
1649.000,31.052
1650.000,31.052
1651.000,31.052
1652.000,31.052
1653.000,31.052
1654.000,31.052
1655.000,31.052
1656.000,31.052
1656.000,30.052
1656.000,29.052
1656.000,28.052
1656.000,27.052
1657.000,27.052
1658.000,27.052
1659.000,27.052
1660.000,27.052
1660.000,26.052
1660.000,25.052
1660.000,24.052
1660.000,23.052
1660.000,22.052
1660.000,21.052
1660.000,20.052
1660.000,19.052
1660.000,18.052
1660.000,17.052
1660.000,16.052
1660.000,15.052
1660.000,14.052
1660.000,13.052
1660.000,12.052
1660.000,11.052
1661.000,11.052
1662.000,11.052
1663.000,11.052
1664.000,11.052
1664.000,10.052
1664.000,9.052
1664.000,8.052
1664.000,7.052
1664.000,6.052
1664.000,5.052
1664.000,4.052
1664.000,3.052
1664.000,2.052
1664.000,1.052
1664.000,0.052
1664.000,-0.948
1664.000,-1.948
1664.000,-2.948
1664.000,-3.948
1664.000,-4.948
1665.000,-4.948
1666.000,-4.948
1667.000,-4.948
1668.000,-4.948
1668.000,-5.948
1668.000,-6.948
1668.000,-7.948
1668.000,-8.948
1668.000,-9.948
1668.000,-10.948
1668.000,-11.948
1668.000,-12.948
1668.000,-13.948
1668.000,-14.948
1668.000,-15.948
1668.000,-16.948
1669.000,-16.948
1670.000,-16.948
1671.000,-16.948
1672.000,-16.948
1672.000,-17.948
1672.000,-18.948
1672.000,-19.948
1672.000,-20.948
1672.000,-21.948
1672.000,-22.948
1672.000,-23.948
1672.000,-24.948
1673.000,-24.948
1674.000,-24.948
1675.000,-24.948
1676.000,-24.948
1676.000,-25.948
1676.000,-26.948
1676.000,-27.948
1676.000,-28.948
1677.000,-28.948
1678.000,-28.948
1679.000,-28.948
1680.000,-28.948
1680.000,-27.948
1680.000,-26.948
1680.000,-25.948
1680.000,-24.948
1680.000,-23.948
1680.000,-22.948
1680.000,-21.948
1680.000,-20.948
1681.000,-20.948
1682.000,-20.948
1683.000,-20.948
1684.000,-20.948
1684.000,-19.948
1684.000,-18.948
1684.000,-17.948
1684.000,-16.948
1685.000,-16.948
1686.000,-16.948
1687.000,-16.948
1688.000,-16.948
1688.000,-15.948
1688.000,-14.948
1688.000,-13.948
1688.000,-12.948
1688.000,-11.948
1688.000,-10.948
1688.000,-9.948
1688.000,-8.948
1688.000,-7.948
1688.000,-6.948
1688.000,-5.948
1688.000,-4.948
1689.000,-4.948
1690.000,-4.948
1691.000,-4.948
1692.000,-4.948
1692.000,-3.948
1692.000,-2.948
1692.000,-1.948
1692.000,-0.948
1692.000,0.052
1692.000,1.052
1692.000,2.052
1692.000,3.052
1692.000,4.052
1692.000,5.052
1692.000,6.052
1692.000,7.052
1692.000,8.052
1692.000,9.052
1692.000,10.052
1692.000,11.052
1692.000,12.052
1692.000,13.052
1692.000,14.052
1692.000,15.052
1692.707,15.759
1693.414,16.466
1694.121,17.173
1694.828,17.880
1695.536,18.587
1696.000,19.473
1696.000,20.473
1696.000,21.473
1696.000,22.473
1696.000,23.473
1696.000,24.473
1696.000,25.473
1696.000,26.473
1696.000,27.473
1696.000,28.473
1696.000,29.473
1696.000,30.473
1696.000,31.473
1696.000,32.473
1696.000,33.473
1696.000,34.473
1696.815,35.052
1697.815,35.052
1698.815,35.052
1699.815,35.052
1700.000,36.035
1700.000,37.035
1700.000,38.035
1700.000,39.035
1700.000,40.035
1700.000,41.035
1700.000,42.035
1700.000,43.035
1701.000,43.052
1702.000,43.052
1703.000,43.052
1704.000,43.052
1704.000,44.052
1704.000,45.052
1704.000,46.052
1704.000,47.052
1705.000,47.052
1706.000,47.052
1707.000,47.052
1708.000,47.052
1708.000,48.052
1708.000,49.052
1708.000,50.052
1708.000,51.052
1709.000,51.052
1710.000,51.052
1711.000,51.052
1712.000,51.052
1713.000,51.052
1714.000,51.052
1715.000,51.052
1716.000,51.052
1717.000,51.052
1718.000,51.052
1719.000,51.052
1720.000,51.052
1721.000,51.052
1722.000,51.052
1723.000,51.052
1724.000,51.052
1725.000,51.052
1726.000,51.052
1727.000,51.052
1728.000,51.052
1729.000,51.052
1730.000,51.052
1731.000,51.052
1732.000,51.052
1733.000,51.052
1734.000,51.052
1735.000,51.052
1736.000,51.052
1737.000,51.052
1738.000,51.052
1739.000,51.052
1740.000,51.052
1741.000,51.052
1742.000,51.052
1743.000,51.052
1744.000,51.052
1745.000,51.052
1746.000,51.052
1747.000,51.052
1748.000,51.052
1748.000,50.052
1748.000,49.052
1748.000,48.052
1748.000,47.052
1749.000,47.052
1750.000,47.052
1751.000,47.052
1752.000,47.052
1752.000,46.052
1752.000,45.052
1752.000,44.052
1752.000,43.052
1752.000,42.052
1752.000,41.052
1752.000,40.052
1752.000,39.052
1753.000,39.052
1754.000,39.052
1755.000,39.052
1756.000,39.052
1756.000,38.052
1756.000,37.052
1756.000,36.052
1756.000,35.052
1756.000,34.052
1756.000,33.052
1756.000,32.052
1756.000,31.052
1757.000,31.052
1758.000,31.052
1759.000,31.052
1760.000,31.052
1760.000,30.052
1760.000,29.052
1760.000,28.052
1760.000,27.052
1760.000,26.052
1760.000,25.052
1760.000,24.052
1760.000,23.052
1760.000,22.052
1760.000,21.052
1760.000,20.052
1760.000,19.052
1761.000,19.052
1762.000,19.052
1763.000,19.052
1764.000,19.052
1765.000,19.052
1766.000,19.052
1767.000,19.052
1768.000,19.052
1769.000,19.052
1770.000,19.052
1771.000,19.052
1772.000,19.052
1773.000,19.052
1774.000,19.052
1775.000,19.052
1776.000,19.052
1777.000,19.052
1778.000,19.052
1779.000,19.052
1780.000,19.052
1781.000,19.052
1782.000,19.052
1783.000,19.052
1784.000,19.052
1785.000,19.052
1786.000,19.052
1787.000,19.052
1788.000,19.052
1789.000,19.052
1790.000,19.052
1791.000,19.052
1792.000,19.052
1793.000,19.052
1794.000,19.052
1795.000,19.052
1796.000,19.052
1796.000,20.052
1796.000,21.052
1796.000,22.052
1796.000,23.052
1796.000,24.052
1796.000,25.052
1796.000,26.052
1796.000,27.052
1797.000,27.052
1798.000,27.052
1799.000,27.052
1800.000,27.052
1800.000,28.052
1800.000,29.052
1800.000,30.052
1800.000,31.052
1800.707,31.759
1801.414,32.466
1802.121,33.173
1802.828,33.880
1803.536,34.587
1804.000,35.473
1804.000,36.473
1804.000,37.473
1804.000,38.473
1804.815,39.052
1805.815,39.052
1806.815,39.052
1807.815,39.052
1808.000,40.035
1808.000,41.035
1808.000,42.035
1808.000,43.035
1808.000,44.035
1808.000,45.035
1808.000,46.035
1808.000,47.035
1809.000,47.052
1810.000,47.052
1811.000,47.052
1812.000,47.052
1813.000,47.052
1814.000,47.052
1815.000,47.052
1816.000,47.052
1817.000,47.052
1818.000,47.052
1819.000,47.052
1820.000,47.052
1821.000,47.052
1822.000,47.052
1823.000,47.052
1824.000,47.052
1825.000,47.052
1826.000,47.052
1827.000,47.052
1828.000,47.052
1829.000,47.052
1830.000,47.052
1831.000,47.052
1832.000,47.052
1832.000,46.052
1832.000,45.052
1832.000,44.052
1832.000,43.052
1832.707,42.345
1833.414,41.638
1834.121,40.930
1834.828,40.223
1835.536,39.516
1836.243,38.809
1836.950,38.102
1837.657,37.395
1838.364,36.688
1839.071,35.981
1839.778,35.274
1840.000,34.299
1840.000,33.299
1840.000,32.299
1840.000,31.299
1840.000,30.299
1840.000,29.299
1840.000,28.299
1840.000,27.299
1840.969,27.052
1841.969,27.052
1842.969,27.052
1843.969,27.052
1844.000,26.052
1844.000,25.052
1844.000,24.052
1844.000,23.052
1844.000,22.052
1844.000,21.052
1844.000,20.052
1844.000,19.052
1844.000,18.052
1844.000,17.052
1844.000,16.052
1844.000,15.052
1845.000,15.052
1846.000,15.052
1847.000,15.052
1848.000,15.052
1848.000,14.052
1848.000,13.052
1848.000,12.052
1848.000,11.052
1849.000,11.052
1850.000,11.052
1851.000,11.052
1852.000,11.052
1853.000,11.052
1854.000,11.052
1855.000,11.052
1856.000,11.052
1856.000,10.052
1856.000,9.052
1856.000,8.052
1856.000,7.052
1857.000,7.052
1858.000,7.052
1859.000,7.052
1860.000,7.052
1860.000,6.052
1860.000,5.052
1860.000,4.052
1860.000,3.052
1860.000,2.052
1860.000,1.052
1860.000,0.052
1860.000,-0.948
1860.000,-1.948
1860.000,-2.948
1860.000,-3.948
1860.000,-4.948
1860.000,-5.948
1860.000,-6.948
1860.000,-7.948
1860.000,-8.948
1860.000,-9.948
1860.000,-10.948
1860.000,-11.948
1860.000,-12.948
1860.000,-13.948
1860.000,-14.948
1860.000,-15.948
1860.000,-16.948
1860.000,-17.948
1860.000,-18.948
1860.000,-19.948
1860.000,-20.948
1860.000,-21.948
1860.000,-22.948
1860.000,-23.948
1860.000,-24.948
1860.000,-25.948
1860.000,-26.948
1860.000,-27.948
1860.000,-28.948
1861.000,-28.948
1862.000,-28.948
1863.000,-28.948
1864.000,-28.948
1864.000,-29.948
1864.000,-30.948
1864.000,-31.948
1864.000,-32.948
1864.000,-33.948
1864.000,-34.948
1864.000,-35.948
1864.000,-36.948
1865.000,-36.948
1866.000,-36.948
1867.000,-36.948
1868.000,-36.948
1869.000,-36.948
1870.000,-36.948
1871.000,-36.948
1872.000,-36.948
1873.000,-36.948
1874.000,-36.948
1875.000,-36.948
1876.000,-36.948
1877.000,-36.948
1878.000,-36.948
1879.000,-36.948
1880.000,-36.948
1880.707,-37.655
