0,NaN
0.003,NaN
0.005,NaN
0.008,NaN
0.01,NaN
0.013,NaN
0.015,NaN
0.019,NaN
0.024,NaN
0.033,NaN
0.043,NaN
0.053,NaN
0.063,NaN
0.073,NaN
0.083,NaN
0.093,NaN
0.103,NaN
0.115,NaN
0.125,NaN
0.135,NaN
0.145,NaN
0.155,NaN
0.164,NaN
0.173,NaN
0.181,104.096
0.193,104.521
0.212,105.031
0.215,105.104
0.22,105.211
0.227,105.367
0.237,105.587
0.253,105.923
0.277,106.565
0.312,107.363
0.315,107.415
0.319,107.493
0.326,107.606
0.336,107.77
0.351,108.004
0.373,108.319
0.407,108.792
0.415,108.944
0.427,109.166
0.445,109.486
0.473,110.077
0.515,110.722
0.565,110.982
0.615,111.248
0.665,111.32
0.715,111.486
0.765,111.672
0.815,111.938
0.865,112.311
0.915,112.581
0.965,112.742
1.015,112.985
1.065,113.19
1.115,113.557
1.165,113.96
1.215,114.282
1.265,114.656
1.315,115.17
1.365,115.476
1.415,115.709
1.465,115.953
1.515,116.157
1.565,116.319
1.615,116.583
1.665,116.629
1.715,116.469
1.765,116.318
1.815,116.193
1.865,116.023
1.915,116.05
1.965,116.025
2.015,115.901
2.065,115.91
2.115,115.927
2.165,115.897
2.215,115.824
2.265,115.853
2.315,115.963
2.365,116.057
2.415,116.103
2.465,116.176
2.515,116.255
2.565,116.356
2.615,116.485
2.665,116.673
2.715,116.841
2.765,117.001
2.815,117.235
2.865,117.519
2.915,117.647
2.965,117.554
3.015,117.523
3.065,117.391
3.115,117.235
3.165,117.148
3.215,117.104
3.265,117.163
3.315,117.236
3.365,117.37
3.415,117.519
3.465,117.708
3.515,117.85
3.565,118.1
3.615,118.38
3.665,118.568
3.715,118.63
3.765,118.562
3.815,118.529
3.865,118.43
3.915,118.41
3.965,118.492
4.015,118.571
4.065,118.645
4.115,118.732
4.165,118.925
4.215,119.198
4.265,119.452
4.315,119.686
4.365,119.642
4.415,119.671
4.465,119.739
4.515,119.875
4.565,120.056
4.615,120.231
4.665,120.505
4.715,120.752
4.765,121.039
4.815,121.337
4.865,121.566
4.915,121.848
4.965,122.049
5.015,122.192
5.065,122.375
5.115,122.662
5.165,122.88
5.215,123.107
5.265,123.422
5.315,123.79
5.365,124.211
5.415,124.544
5.465,124.712
5.515,124.923
5.565,125.164
5.615,125.443
5.665,125.765
5.715,126.088
5.765,126.456
5.815,126.755
5.865,126.999
5.915,127.19
5.965,127.339
6.015,127.518
6.065,127.731
6.115,127.982
6.165,128.261
6.215,128.324
6.265,128.395
6.315,128.524
6.365,128.607
6.415,128.635
6.465,128.666
6.515,128.728
6.565,128.686
6.615,128.537
6.665,128.431
6.715,128.291
6.765,128.182
6.815,128.054
6.865,127.761
6.915,127.414
6.965,127.067
7.015,126.753
7.065,126.434
7.115,126.191
7.165,125.898
7.215,125.498
7.265,125.143
7.315,124.829
7.365,124.543
7.415,124.293
7.465,123.947
7.515,123.649
7.565,123.363
7.615,123.093
7.665,122.851
7.715,122.61
7.765,122.286
7.815,121.959
7.865,121.624
7.915,121.316
7.965,121.068
8.015,120.838
8.065,120.638
8.115,120.386
8.165,120.087
8.215,119.775
8.265,119.459
8.315,119.192
8.365,118.943
8.415,118.711
8.465,118.555
8.515,118.243
8.565,117.965
8.615,117.719
8.665,117.486
8.715,117.285
8.765,117.078
8.815,116.841
8.865,116.607
8.915,116.294
8.965,116.049
9.015,115.838
9.065,115.627
9.115,115.418
9.165,115.218
9.215,115.018
9.265,114.799
9.315,114.545
9.365,114.277
9.415,114.023
9.465,113.81
9.515,113.616
9.565,113.443
9.615,113.259
9.665,113.039
9.715,112.825
9.765,112.609
9.815,112.373
9.865,112.143
9.915,111.908
9.965,111.725
10.015,111.564
10.065,111.37
10.115,111.171
10.165,110.96
10.215,110.763
10.265,110.544
10.315,110.323
10.365,110.123
10.415,109.978
10.465,109.904
10.515,109.89
10.565,109.906
10.615,109.906
10.665,109.895
10.715,109.888
10.765,109.886
10.815,109.846
10.865,109.812
10.915,109.78
10.965,109.762
11.015,109.745
11.065,109.735
11.115,109.707
11.165,109.685
11.215,109.686
11.265,109.694
11.315,109.699
11.365,109.704
11.415,109.713
11.465,109.701
11.515,109.694
11.565,109.697
11.615,109.698
11.665,109.677
11.715,109.665
11.765,109.654
11.815,109.636
11.865,109.644
11.915,109.657
11.965,109.693
12.015,109.794
12.065,109.93
12.115,110.058
12.165,110.169
12.215,110.303
12.265,110.381
12.315,110.475
12.365,110.576
12.415,110.667
12.465,110.769
12.515,110.838
12.565,110.942
12.615,111.066
12.665,111.203
12.715,111.355
12.765,111.473
12.815,111.562
12.865,111.623
12.915,111.68
12.965,111.755
13.015,111.868
13.065,111.98
13.115,112.118
13.165,112.226
13.215,112.349
13.265,112.482
13.315,112.608
13.365,112.721
13.415,112.789
13.465,112.868
13.515,112.94
13.565,113.022
13.615,113.138
13.665,113.237
13.715,113.354
13.765,113.476
13.815,113.625
13.865,113.718
13.915,113.782
13.965,113.865
14.015,113.957
14.065,114.035
14.115,114.141
14.165,114.246
14.215,114.37
