Reduc.:Si Powder-Reduc.,,Silicon,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps
4.51999998092651,-44.368839263916,,,
4.53000020980835,-45.3156585693359,,,
4.53999996185303,-46.2987899780273,,,
4.55000019073486,-47.319522857666,,,
4.55999994277954,-48.3791465759277,,,
4.57000017166138,-49.4789428710938,,,
4.57999992370605,-50.6202049255371,,,
4.59000015258789,-51.8042221069336,,,
4.59999990463257,-53.0322799682617,,,
4.6100001335144,-54.3056678771973,,,
4.61999988555908,-55.6256713867188,,,
4.63000011444092,-56.9935836791992,,,
4.6399998664856,-58.4106864929199,,,
4.65000009536743,-59.8782768249512,,,
4.65999984741211,-61.397632598877,,,
4.67000007629395,-62.9700508117676,,,
4.67999982833862,-64.5968170166016,,,
4.69000005722046,-66.2792129516602,,,
4.69999980926514,-68.0185317993164,,,
4.71000003814697,-69.8160705566406,,,
4.71999979019165,-71.6731033325195,,,
4.73000001907349,-73.5909194946289,,,
4.73999977111816,-75.5708160400391,,,
4.75,-77.6140823364258,,,
4.76000022888184,-79.7219924926758,,,
4.76999998092651,-81.8958435058594,,,
4.78000020980835,-84.1369323730469,,,
4.78999996185303,-86.446533203125,,,
4.80000019073486,-88.8259353637695,,,
4.80999994277954,-91.2764358520508,,,
4.82000017166138,-93.79931640625,,,
4.82999992370605,-96.395866394043,,,
4.84000015258789,-99.0673751831055,,,
4.84999990463257,-101.815124511719,,,
4.8600001335144,-104.640419006348,,,
4.86999988555908,-107.544525146484,,,
4.88000011444092,-110.528747558594,,,
4.8899998664856,-113.594367980957,,,
4.90000009536743,-116.74267578125,,,
4.90999984741211,-119.974960327148,,,
4.92000007629395,-123.292510986328,,,
4.92999982833862,-127.193199157715,,,
4.94000005722046,-131.857376098633,,,
4.94999980926514,-136.851257324219,,,
4.96000003814697,-141.795852661133,,,
4.96999979019165,-146.366882324219,,,
4.98000001907349,-150.294723510742,,,
4.98999977111816,-153.364379882813,,,
5,-155.415664672852,,,
5.01000022888184,-156.343292236328,,,
5.01999998092651,-156.097183227539,,,
5.03000020980835,-154.682678222656,,,
5.03999996185303,-152.161026000977,,,
5.05000019073486,-148.649826049805,,,
5.05999994277954,-144.323486328125,,,
5.07000017166138,-139.413879394531,,,
5.07999992370605,-134.211029052734,,,
5.09000015258789,-129.063827514648,,,
5.09999990463257,-124.380867004395,,,
5.1100001335144,-120.631340026855,,,
5.11999988555908,-117.554801940918,,,
5.13000011444092,-114.546829223633,,,
5.1399998664856,-111.606636047363,,,
5.15000009536743,-108.733436584473,,,
5.15999984741211,-105.926460266113,,,
5.17000007629395,-103.184913635254,,,
5.17999982833862,-100.508018493652,,,
5.19000005722046,-97.8949890136719,,,
5.19999980926514,-95.3450393676758,,,
5.21000003814697,-92.8573913574219,,,
5.21999979019165,-90.4312591552734,,,
5.23000001907349,-88.0658645629883,,,
5.23999977111816,-85.7604141235352,,,
5.25,-83.5141372680664,,,
5.26000022888184,-81.3262481689453,,,
5.26999998092651,-79.1959533691406,,,
5.28000020980835,-77.1224822998047,,,
5.28999996185303,-75.1050415039063,,,
5.30000019073486,-73.1428527832031,,,
5.30999994277954,-71.2351379394531,,,
5.32000017166138,-69.3811111450195,,,
5.32999992370605,-67.5799789428711,,,
5.34000015258789,-65.8309707641602,,,
5.34999990463257,-64.13330078125,,,
5.3600001335144,-62.4861869812012,,,
5.36999988555908,-60.8888397216797,,,
5.38000011444092,-59.3404808044434,,,
5.3899998664856,-57.8403282165527,,,
5.40000009536743,-56.3875961303711,,,
5.40999984741211,-54.981502532959,,,
5.42000007629395,-53.621265411377,,,
5.42999982833862,-52.3060989379883,,,
5.44000005722046,-51.0352210998535,,,
5.44999980926514,-49.8078536987305,,,
5.46000003814697,-48.6232032775879,,,
5.46999979019165,-47.4804954528809,,,
5.48000001907349,-46.3789443969727,,,
5.48999977111816,-45.3177680969238,,,
5.5,-44.2961845397949,,,
5.51000022888184,-43.313404083252,,,
5.51999998092651,-42.36865234375,,,
5.53000020980835,-41.4611396789551,,,
5.53999996185303,-40.5900840759277,,,
5.55000019073486,-39.7547035217285,,,
5.55999994277954,-38.9542198181152,,,
5.57000017166138,-38.1878395080566,,,
5.57999992370605,-37.4547882080078,,,
5.59000015258789,-36.754280090332,,,
5.59999990463257,-36.0855331420898,,,
5.6100001335144,-35.4477615356445,,,
5.61999988555908,-34.8401832580566,,,
5.63000011444092,-34.2620162963867,,,
5.6399998664856,-33.7124786376953,,,
5.65000009536743,-33.1907844543457,,,
