Si Wafer,,Si,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps
5.1100001335144,4416.66650390625,,,
5.11999988555908,4333.33349609375,,,
5.13000011444092,4283.33349609375,,,
5.1399998664856,4500,,,
5.15000009536743,4516.66650390625,,,
5.15999984741211,4700,,,
5.17000007629395,4766.66650390625,,,
5.17999982833862,4900,,,
5.19000005722046,4483.33349609375,,,
5.19999980926514,3933.33325195313,,,
5.21000003814697,4416.66650390625,,,
5.21999979019165,4650,,,
5.23000001907349,4550,,,
5.23999977111816,4416.66650390625,,,
5.25,4716.66650390625,,,
5.26000022888184,4666.66650390625,,,
5.26999998092651,4883.33349609375,,,
5.28000020980835,4650,,,
5.28999996185303,4300,,,
5.30000019073486,4266.66650390625,,,
5.30999994277954,4400,,,
5.32000017166138,4616.66650390625,,,
5.32999992370605,4833.33349609375,,,
5.34000015258789,4950,,,
5.34999990463257,4733.33349609375,,,
5.3600001335144,4600,,,
5.36999988555908,4566.66650390625,,,
5.38000011444092,4466.66650390625,,,
5.3899998664856,4566.66650390625,,,
5.40000009536743,4566.66650390625,,,
5.40999984741211,4616.66650390625,,,
5.42000007629395,4883.33349609375,,,
5.42999982833862,5166.66650390625,,,
5.44000005722046,4966.66650390625,,,
5.44999980926514,4533.33349609375,,,
5.46000003814697,4700,,,
5.46999979019165,5016.66650390625,,,
5.48000001907349,4750,,,
5.48999977111816,4550,,,
5.5,4850,,,
5.51000022888184,5050,,,
5.51999998092651,4883.33349609375,,,
5.53000020980835,4566.66650390625,,,
5.53999996185303,4733.33349609375,,,
5.55000019073486,4900,,,
5.55999994277954,4800,,,
5.57000017166138,4683.33349609375,,,
5.57999992370605,4450,,,
5.59000015258789,4366.66650390625,,,
5.59999990463257,4583.33349609375,,,
5.6100001335144,4400,,,
5.61999988555908,4716.66650390625,,,
5.63000011444092,4633.33349609375,,,
5.6399998664856,4900,,,
5.65000009536743,5050,,,
5.65999984741211,4716.66650390625,,,
5.67000007629395,4850,,,
5.67999982833862,4716.66650390625,,,
5.69000005722046,4566.66650390625,,,
5.69999980926514,4683.33349609375,,,
5.71000003814697,5066.66650390625,,,
5.71999979019165,4900,,,
5.73000001907349,4816.66650390625,,,
5.73999977111816,4916.66650390625,,,
5.75,5050,,,
5.76000022888184,5250,,,
5.76999998092651,5000,,,
5.78000020980835,4466.66650390625,,,
5.78999996185303,4416.66650390625,,,
5.80000019073486,4800,,,
5.80999994277954,5066.66650390625,,,
5.82000017166138,4816.66650390625,,,
5.82999992370605,4700,,,
5.84000015258789,4450,,,
5.84999990463257,4750,,,
5.8600001335144,4416.66650390625,,,
5.86999988555908,4516.66650390625,,,
5.88000011444092,5016.66650390625,,,
5.8899998664856,4916.66650390625,,,
5.90000009536743,4750,,,
5.90999984741211,4766.66650390625,,,
5.92000007629395,4566.66650390625,,,
5.92999982833862,4800,,,
5.94000005722046,5000,,,
5.94999980926514,4800,,,
5.96000003814697,4700,,,
5.96999979019165,4766.66650390625,,,
5.98000001907349,5116.66650390625,,,
5.98999977111816,5383.33349609375,,,
6,4950,,,
6.01000022888184,5166.66650390625,,,
6.01999998092651,5000,,,
6.03000020980835,4766.66650390625,,,
6.03999996185303,5150,,,
6.05000019073486,4850,,,
6.05999994277954,5116.66650390625,,,
6.07000017166138,5233.33349609375,,,
6.07999992370605,5183.33349609375,,,
6.09000015258789,4900,,,
6.09999990463257,5000,,,
6.1100001335144,5283.33349609375,,,
6.11999988555908,5266.66650390625,,,
6.13000011444092,4816.66650390625,,,
6.1399998664856,4916.66650390625,,,
6.15000009536743,5350,,,
6.15999984741211,5133.33349609375,,,
6.17000007629395,4850,,,
6.17999982833862,5100,,,
6.19000005722046,4983.33349609375,,,
6.19999980926514,4616.66650390625,,,
6.21000003814697,4850,,,
6.21999979019165,4416.66650390625,,,
6.23000001907349,4700,,,
6.23999977111816,5183.33349609375,,,
6.25,5733.33349609375,,,
6.26000022888184,5500,,,
